Time,Euler_x,Euler_y,Euler_z,Grav_x,Grav_y,Grav_z,LinAcc_x,LinAcc_y,LinAcc_z,Control_Setpoint
5500,217.38,9.19,-5.94,1.57,1,9.62,-0.01,-0.22,0.57,0
5514,217.44,9.31,-5.81,1.58,0.98,9.62,-0.04,-0.21,0.26,0
5527,217.44,9.38,-5.69,1.6,0.96,9.62,-0.05,-0.06,0.53,0
5540,217.5,9.5,-5.62,1.62,0.95,9.62,0,0.06,0.54,0
5552,217.5,9.56,-5.69,1.63,0.96,9.62,0.01,0.17,0.58,0
5567,217.44,9.56,-5.81,1.63,0.98,9.61,0.06,0.26,0.62,0
5580,217.44,9.56,-6.12,1.63,1.03,9.61,0.05,0.24,0.65,0
5591,217.44,9.5,-6.31,1.62,1.06,9.61,0,0.19,0.63,0
5602,217.44,9.44,-6.44,1.61,1.09,9.61,0.01,0.03,0.63,0
5617,217.44,9.38,-6.62,1.6,1.11,9.6,0.05,-0.15,0.72,0
5630,217.44,9.12,-6.94,1.55,1.17,9.61,0.34,-0.63,1.61,0
5641,217.44,8.88,-7,1.51,1.18,9.61,0.4,-0.69,1.68,0
5654,217.31,8.5,-7.06,1.45,1.19,9.62,0.45,-0.77,1.74,0
5665,217.12,8.06,-7.06,1.38,1.2,9.63,0.66,-0.97,1.86,0
5679,216.88,7.56,-7,1.18,1.17,9.66,0.9,-0.62,2.51,0
5691,216.06,6.12,-6.75,1.05,1.15,9.68,0.96,-0.33,2.51,0
5702,215.56,5.19,-6.5,0.89,1.1,9.7,0.7,-0.09,2.06,0
5713,215,4.12,-6.12,0.71,1.04,9.72,0.61,-0.03,1.36,0
5724,214.38,2.94,-5.62,0.51,0.96,9.74,0.71,0.07,1.06,0
5736,213.75,1.69,-5,0.29,0.86,9.76,0.71,0.3,1.21,0
5748,213,0.31,-4.38,0.06,0.74,9.77,0.51,0.58,0.52,0
5760,211.5,-2.56,-2.81,-0.44,0.48,9.78,0.58,0.91,0.4,0
5803,208.56,-8.81,0.19,-1.51,-0.03,9.68,-0.07,1.38,-1.69,0
5814,208,-10.31,0.81,-1.75,-0.14,9.64,0.31,1.22,-0.69,0
5826,207.44,-11.75,1.5,-2,-0.25,9.59,1.5,0.77,0.61,0
5838,206.88,-13.25,2.19,-2.25,-0.36,9.53,1.91,0.89,2.39,0
5850,205.31,-16.88,4.06,-2.84,-0.67,9.35,2.72,0.42,3.9,0
5864,204.25,-19.19,5.5,-3.22,-0.89,9.21,2.66,0.49,2.75,0
5876,202.88,-21.88,7.31,-3.65,-1.15,9.02,2.36,0.77,1.05,0
5889,201.38,-24.81,9.31,-4.11,-1.44,8.78,-0.44,1.76,-5.91,0
5901,198,-30.75,13.19,-5.02,-1.92,8.2,-1.62,2.4,-7.46,0
5916,196.56,-33.31,14.44,-5.39,-2.04,7.92,-2.34,2.77,-8.86,0
5929,195.44,-35.38,15.06,-5.68,-2.08,7.71,-2.03,3.91,-7.38,0
5942,194.69,-37.62,14.56,-5.98,-1.95,7.51,-1.48,3.91,-5.89,0
5954,195.25,-37.5,13.81,-5.97,-1.86,7.55,-0.92,3.67,-4.41,0
5966,195.81,-37.38,13.06,-5.95,-1.76,7.58,-0.25,3.18,-2.84,0
5979,196.44,-37.06,12.44,-5.91,-1.69,7.63,1.89,1.72,0.12,0
5992,197.56,-36.44,12.38,-5.82,-1.69,7.7,1.54,0.39,1.1,0
6004,197.88,-36.5,13.38,-5.83,-1.83,7.66,0.91,0.1,1.27,0
6015,198.12,-36.5,14.44,-5.83,-1.96,7.63,-0.9,0.42,-1.66,0
6027,198.25,-36.62,15.62,-5.85,-2.12,7.57,-1.62,0.06,-3.47,0
6039,198.44,-36.5,16.62,-5.83,-2.25,7.55,-1.96,-0.21,-4.85,0
6051,199.56,-35.31,17.31,-5.67,-2.38,7.63,-2.74,0.58,-5.77,0
6065,200.5,-34.19,16.94,-5.51,-2.37,7.75,-2.88,1.03,-6.18,0
6076,201.69,-32.69,16.19,-5.3,-2.3,7.91,-2.84,1.43,-6.27,0
6090,203.06,-30.88,15.19,-5.04,-2.2,8.11,-1.52,1.31,-4.74,0
6102,206,-26.38,12.94,-4.36,-1.97,8.55,-1.48,1.19,-4.32,0
6117,207.5,-23.81,11.88,-3.95,-1.84,8.77,-1.23,0.83,-4.7,0
6130,209,-21,10.81,-3.05,-1.58,9.18,0.48,-0.15,-0.88,0
6143,211.81,-15.38,8.69,-2.6,-1.43,9.34,0.57,-0.53,-0.3,0
6155,213.06,-12.69,7.62,-2.16,-1.27,9.48,0.43,-0.64,-0.2,0
6167,214.31,-10.12,6.38,-1.73,-1.07,9.59,-0.24,-0.2,-2.38,0
6181,215.56,-7.56,4.88,-0.83,-0.52,9.75,0.48,-0.24,-2.23,0
6192,218,-2.25,1,-0.38,-0.17,9.79,0.93,-0.47,-0.68,0
6205,219.06,0.19,-1,0.03,0.17,9.8,2.14,-0.7,1.66,0
6216,219.94,2.38,-2.94,0.41,0.5,9.78,1.99,-0.62,2.53,0
6229,220.5,4.38,-4.62,0.75,0.79,9.74,1.66,-0.68,1.96,0
6240,220.94,6.12,-6.12,1.05,1.04,9.69,2.07,-0.26,1.59,0
6252,221.31,9.31,-8.56,1.59,1.44,9.56,2.11,-0.06,1.67,0
6267,221.38,10.69,-9.56,1.82,1.6,9.5,2.25,0.16,1.93,0
6280,221.31,12,-10.5,2.04,1.74,9.43,2.34,1.23,2.7,0
6293,221.06,14.06,-12.25,2.38,2.02,9.29,2.24,1.34,2.39,0
6305,220.94,14.94,-13.19,2.53,2.17,9.22,2.25,1.23,2.23,0
6316,220.81,15.69,-14.31,2.65,2.33,9.14,2.62,0.88,2.41,0
6327,220.62,16.25,-15.44,2.74,2.51,9.07,2.8,0.65,4.18,0
6339,220.38,16.56,-16.56,2.8,2.68,9,3.3,0.02,4.84,0
6352,220.06,16.62,-17.56,2.78,2.95,8.92,3.57,-0.21,5.18,0
6364,218.94,16,-18.88,2.7,3.05,8.91,3.62,0.42,5.14,0
6375,218.12,15.25,-19.12,2.58,3.1,8.93,3.47,0.77,4.73,0
6386,217.19,14.25,-19.25,2.41,3.13,8.97,3.22,1.03,4,0
6398,216.25,13,-19.19,2.2,3.14,9.02,2.95,1.22,2.85,0
6410,215.25,11.56,-19,1.97,3.13,9.07,2.23,1.14,1.58,0
6423,213.5,8.31,-18.56,1.42,3.09,9.19,2.12,0.89,1.49,0
6434,212.62,6.5,-18.19,1.11,3.04,9.25,2.14,-0.03,1.62,0
6445,211.75,4.5,-17.75,0.77,2.98,9.3,2.31,-0.58,1.76,0
6457,210.75,2.31,-17.12,0.39,2.89,9.36,2.62,-1.1,1.61,0
6470,209.62,0,-16.44,0,2.77,9.4,2.95,-1.29,1.72,0
6483,206.88,-5.25,-14.69,-0.9,2.48,9.44,2.16,-0.51,-0.35,0
6494,205.25,-8.06,-13.88,-1.37,2.33,9.42,1.91,0,-1.24,0
6506,203.56,-10.75,-13.12,-1.83,2.18,9.38,1.53,0.41,-2.38,0
6518,201.94,-13.44,-12.5,-2.28,2.07,9.3,0.09,1.53,-3.94,0
6531,200.44,-15.88,-12.12,-2.68,1.98,9.21,-0.34,2.4,-3.61,0
6542,199.06,-18.12,-11.94,-3.06,1.92,9.11,-0.31,2.4,-3.38,0
6554,196.81,-22.06,-11.62,-3.69,1.83,8.89,0.15,2.08,-0.98,0
6569,195.75,-23.88,-11.38,-3.97,1.77,8.78,0.7,1.85,0.12,0
6582,194.56,-25.75,-11,-4.56,1.58,8.53,1.29,1.63,1.03,0
6594,192.06,-29.75,-9.88,-4.86,1.46,8.38,1.46,1.47,-0.35,0
6606,190.69,-31.88,-9.25,-5.18,1.34,8.21,1.23,1.6,-1.12,0
6617,189.38,-34,-8.75,-5.49,1.24,8.02,1.06,1.28,-1.91,0
6630,188.06,-36.12,-8.44,-5.78,1.16,7.82,1.14,1.1,-2.38,0
6641,186.88,-38.19,-8.25,-6.07,1.11,7.62,1.46,1.9,-2.32,0
6654,184.56,-42.25,-8.25,-6.59,1.04,7.18,1.32,2.6,-2.08,0
6668,183.56,-44.19,-8.31,-6.83,1.01,6.95,0.95,3.21,-2.92,0
6681,182.75,-46,-8.25,-7.05,0.98,6.73,-0.6,3.9,-5.88,0
6694,182.06,-48.75,-7.75,-7.37,0.87,6.4,-1.52,3.52,-6.93,0
6706,182.19,-49.5,-7.19,-7.46,0.8,6.31,-2.03,2.66,-6.95,0
6721,182.62,-49.88,-6.38,-7.5,0.7,6.27,-1.53,1.65,-5.45,0
6734,184,-49.5,-4.31,-7.46,0.47,6.34,-1.29,1.09,-4.71,0
6746,184.81,-48.94,-3.12,-7.39,0.35,6.43,-0.82,0.83,-4.03,0
6758,185.62,-48.12,-1.88,-7.3,0.21,6.54,-0.71,1.23,-3.57,0
6771,186.5,-47.06,-0.69,-7.18,0.08,6.67,-0.65,1.5,-3.11,0
6783,188.56,-44.62,1.56,-6.89,-0.19,6.97,0.01,2.17,-2.02,0
6795,189.75,-43.25,2.75,-6.72,-0.34,7.13,-0.1,1.51,-2.12,0
6807,191.12,-41.75,3.88,-6.53,-0.49,7.29,-0.37,0.84,-2.72,0
6819,192.69,-40.06,4.94,-6.31,-0.65,7.47,-0.83,0.32,-3.42,0
6832,194.31,-38.25,5.81,-6.07,-0.78,7.65,-1.33,-0.71,-5.3,0
6843,196.06,-36.19,6.44,-5.79,-0.89,7.86,-1.4,-0.49,-5.81,0
6855,199.56,-31.19,6.62,-5.08,-0.97,8.33,-0.92,-0.25,-5.52,0
6869,201.38,-28.31,6.38,-4.65,-0.96,8.57,0.75,0.9,-2.25,0
6883,203.12,-25.31,6,-4.2,-0.92,8.81,1.27,1.55,-0.93,0
6898,206.69,-19.38,5.06,-3.26,-0.82,9.21,1.06,1.17,-0.97,0
6910,208.56,-16.38,4.56,-2.77,-0.75,9.37,1.83,-0.72,-1.71,0
6923,210.44,-13.38,3.88,-2.26,-0.65,9.51,1.82,-0.98,-0.19,0
6935,214,-7.56,1.81,-1.29,-0.31,9.71,1.9,-1.27,0.31,0
6946,215.5,-4.88,0.44,-0.84,-0.08,9.77,2.13,-1,1.4,0
6959,216.81,-2.5,-0.94,-0.42,0.16,9.79,2.1,-0.91,0.98,0
6972,218,-0.25,-2.5,-0.04,0.42,9.79,1.88,-0.61,1,0
7014,221.62,8.12,-9.25,1.38,1.56,9.58,2.55,0.14,4.17,0
7025,221.88,8.94,-10,1.52,1.68,9.53,2.22,0.04,3.79,0
7036,221.94,9.5,-10.44,1.62,1.75,9.5,2.01,-0.05,3.49,0
7049,221.94,9.81,-10.75,1.68,1.8,9.49,1.64,-0.17,3.15,0
7061,221.88,10,-10.94,1.7,1.83,9.48,0.71,-1.17,1.26,0
7072,221.69,10,-11.19,1.7,1.87,9.47,0.41,-1.52,0.63,0
7085,221.12,10,-12.06,1.71,2.01,9.44,0.44,-1.71,0.79,0
7096,220.69,10,-12.75,1.71,2.14,9.41,1.64,-1.51,2,0
7108,220.12,9.94,-13.69,1.69,2.29,9.38,2.4,-1.25,3.9,0
7120,219.31,9.69,-14.56,1.65,2.44,9.35,2.89,-1.15,5.31,0
7134,218.31,9.12,-15.25,1.39,2.6,9.35,3.51,-1.07,6.23,0
7146,215.75,6.81,-15.38,1.16,2.58,9.38,3.57,-0.86,5.81,0
7158,214.12,5.06,-14.81,0.87,2.5,9.44,3.72,-0.88,5.1,0
7169,212.31,3,-13.94,0.51,2.36,9.5,3.77,-0.48,4.26,0
7183,210.31,0.5,-12.88,0.09,2.19,9.55,3.65,0.32,0.82,0
7196,205.81,-5.06,-10.62,-0.86,1.8,9.6,3.45,0.89,-0.33,0
7208,203.44,-8,-9.5,-1.36,1.6,9.57,3.06,1.64,-1.5,0
7223,201.19,-10.88,-8.56,-1.85,1.43,9.52,1.37,1.96,-2.03,0
7236,197.06,-16.19,-7.12,-2.73,1.17,9.34,1.48,2.1,-1.69,0
7247,195.25,-18.62,-6.75,-3.14,1.09,9.22,1.62,2.55,-0.46,0
7259,193.56,-21.06,-6.5,-3.52,1.04,9.09,0.83,2.87,-0.77,0
7271,192,-23.38,-6.44,-3.89,1.01,8.94,0.67,2.74,-1.47,0
