Time,Euler_x,Euler_y,Euler_z,Grav_x,Grav_y,Grav_z,LinAcc_x,LinAcc_y,LinAcc_z,Control_Setpoint
2636,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,-0.03,-0.23,0.00
2648,359.62,-5.88,-2.06,-1.01,0.35,9.74,-0.01,-0.02,-0.17,0.00
2664,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.17,0.00
2677,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.18,0.00
2688,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.02,-0.19,0.00
2699,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.21,0.00
2711,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,-0.02,-0.25,0.00
2724,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,-0.01,-0.22,0.00
2737,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,-0.01,-0.18,0.00
2749,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,-0.01,-0.14,0.00
2765,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.02,-0.16,0.00
2777,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,0.00,-0.20,0.00
2788,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,0.00,-0.23,0.00
2799,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.17,0.00
2812,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.02,-0.15,0.00
2824,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,0.00,-0.19,0.00
2835,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.05,-0.19,0.00
2848,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,0.00,-0.18,0.00
2859,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.01,-0.21,0.00
2875,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.02,-0.19,0.00
2888,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.20,0.00
2899,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.19,0.00
2911,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,0.00,-0.18,0.00
2926,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.03,-0.01,-0.19,0.00
2938,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.03,-0.01,-0.19,0.00
2949,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.20,0.00
2960,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,-0.02,-0.18,0.00
2976,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,0.00,-0.19,0.00
2988,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,-0.02,-0.17,0.00
2999,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.19,0.00
3010,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,-0.01,-0.18,0.00
3022,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,0.00,-0.16,0.00
3034,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,-0.02,-0.23,0.00
3047,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,-0.03,-0.20,0.00
3058,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,-0.02,-0.21,0.00
3069,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.01,-0.01,-0.22,0.00
3080,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.03,-0.04,-0.20,0.00
3096,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.01,-0.02,-0.20,0.00
3107,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.01,0.00,-0.13,0.00
3120,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.03,-0.02,-0.18,0.00
3136,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,-0.05,-0.24,0.00
3149,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.01,-0.03,-0.22,0.00
3160,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.20,0.00
3176,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.17,0.00
3189,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.00,-0.01,-0.13,0.00
3200,359.62,-5.94,-2.06,-1.01,0.35,9.74,-0.01,0.00,-0.16,0.00
3217,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.24,0.00
3230,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.03,-0.03,-0.24,0.00
3245,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,0.00,-0.20,0.00
3256,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.03,-0.03,-0.18,0.00
3269,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.03,0.00,-0.18,0.00
3280,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.05,-0.01,-0.20,0.00
3296,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.03,-0.01,-0.21,0.00
3308,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.01,0.00,-0.17,0.00
3320,359.62,-5.88,-2.06,-1.01,0.35,9.74,-0.03,-0.01,-0.18,0.00
3332,359.62,-5.88,-2.06,-1.01,0.35,9.74,-0.01,-0.04,-0.17,0.00
3347,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,-0.02,-0.18,0.00
3359,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.05,-0.02,-0.20,0.00
3370,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.06,-0.01,-0.18,0.00
3381,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.04,0.00,-0.16,0.00
3397,359.62,-5.88,-2.06,-1.01,0.35,9.74,0.00,-0.01,-0.24,0.00
3408,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.00,-0.01,-0.24,0.00
3420,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.00,-0.02,-0.28,0.00
3432,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.04,-0.04,-0.18,0.00
3484,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.06,-0.03,-0.24,0.00
3497,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.03,0.00,-0.18,0.00
3508,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.05,0.00,-0.18,0.00
3520,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.04,-0.03,-0.16,0.00
3531,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,-0.02,-0.22,0.00
3547,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.00,0.00,-0.21,0.00
3558,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.01,-0.01,-0.21,0.00
3571,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.17,0.00
3587,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.02,0.00,-0.19,0.00
3598,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.00,-0.02,-0.20,0.00
3609,359.62,-5.94,-2.06,-1.01,0.35,9.74,0.06,-0.01,-0.23,0.00
3621,359.62,-5.94,-2.06,-1.02,0.35,9.74,0.04,0.00,-0.21,0.00
3637,359.62,-5.94,-2.06,-1.02,0.35,9.74,0.04,0.00,-0.20,0.00
3650,359.62,-5.94,-2.06,-1.02,0.35,9.74,0.00,-0.01,-0.15,0.00
3662,359.62,-6.00,-2.06,-1.02,0.35,9.74,0.01,0.00,-0.17,0.00
3678,359.62,-6.00,-2.06,-1.03,0.35,9.74,0.00,-0.01,-0.18,0.00
3691,359.62,-6.00,-2.06,-1.03,0.35,9.74,0.00,-0.03,-0.16,0.00
3702,359.62,-6.00,-2.06,-1.03,0.35,9.74,-0.04,-0.05,-0.12,0.00
3713,359.62,-6.06,-2.06,-1.03,0.35,9.74,-0.02,-0.03,-0.11,0.00
3728,359.62,-6.06,-2.06,-1.03,0.35,9.74,0.01,-0.03,-0.15,0.00
3741,359.62,-6.06,-2.06,-1.03,0.35,9.74,0.02,-0.04,-0.19,0.00
3752,359.62,-6.06,-2.06,-1.03,0.35,9.74,0.01,-0.05,-0.17,0.00
3768,359.62,-6.06,-2.06,-1.03,0.35,9.74,0.02,-0.06,-0.24,0.00
3781,359.62,-6.06,-2.06,-1.03,0.35,9.74,0.01,-0.02,-0.19,0.00
3793,359.62,-6.00,-2.06,-1.03,0.35,9.74,-0.01,-0.04,-0.18,0.00
3805,359.62,-6.00,-2.06,-1.03,0.35,9.74,0.01,-0.03,-0.13,0.00
3818,359.62,-6.00,-2.06,-1.02,0.35,9.74,0.01,-0.02,-0.11,0.00
3830,359.62,-5.94,-2.12,-1.02,0.36,9.74,0.04,0.00,-0.23,0.00
3842,359.62,-5.94,-2.12,-1.02,0.36,9.74,0.05,0.00,-0.24,0.00
3855,359.62,-5.94,-2.12,-1.01,0.36,9.74,0.04,-0.01,-0.22,0.00
3868,359.62,-5.94,-2.12,-1.01,0.36,9.74,0.06,-0.02,-0.22,0.00
3881,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.06,-0.02,-0.18,0.00
3893,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.02,-0.02,-0.16,0.00
3906,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.03,-0.02,-0.18,0.00
3919,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.02,0.00,-0.25,0.00
3931,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.07,0.00,-0.28,0.00
3942,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.07,-0.02,-0.28,0.00
3953,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.04,-0.01,-0.25,0.00
3964,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.05,0.00,-0.21,0.00
3979,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.07,0.01,-0.24,0.00
3992,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.05,0.01,-0.20,0.00
4003,359.62,-5.88,-2.12,-1.01,0.36,9.74,0.06,0.00,-0.22,0.00
4019,359.62,-5.94,-2.12,-1.01,0.36,9.74,0.04,-0.01,-0.20,0.00
4031,359.62,-5.94,-2.12,-1.01,0.36,9.74,0.04,0.00,-0.23,0.00
4042,359.62,-5.94,-2.12,-1.02,0.36,9.74,0.04,0.00,-0.22,0.00
4053,359.62,-5.94,-2.12,-1.02,0.36,9.74,0.04,-0.01,-0.18,0.00
4069,359.62,-5.94,-2.12,-1.02,0.36,9.74,0.11,-0.01,-0.14,0.00
4082,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.00,-0.04,-0.17,0.00
4094,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.02,-0.02,-0.10,0.00
4106,359.62,-6.06,-2.12,-1.03,0.36,9.74,0.03,0.00,-0.16,0.00
4119,359.62,-6.06,-2.12,-1.03,0.36,9.74,0.01,-0.02,-0.16,0.00
4132,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.03,-0.01,-0.14,0.00
4143,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.01,-0.03,-0.17,0.00
4156,359.62,-6.12,-2.12,-1.04,0.36,9.74,-0.01,-0.03,-0.16,0.00
4169,359.62,-6.12,-2.12,-1.04,0.36,9.74,-0.04,-0.03,-0.15,0.00
4182,359.62,-6.12,-2.12,-1.05,0.36,9.74,-0.06,-0.06,-0.13,0.00
4194,359.62,-6.12,-2.12,-1.05,0.36,9.74,-0.05,-0.03,-0.11,0.00
4207,359.62,-6.12,-2.12,-1.05,0.36,9.74,-0.01,-0.04,-0.12,0.00
4220,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.00,-0.04,-0.12,0.00
4232,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.02,-0.04,-0.21,0.00
4243,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.02,-0.05,-0.24,0.00
4254,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.03,-0.06,-0.16,0.00
4270,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.03,-0.03,-0.17,0.00
4282,359.62,-6.06,-2.12,-1.03,0.36,9.74,0.02,0.01,-0.20,0.00
4294,359.62,-6.06,-2.12,-1.03,0.36,9.74,0.03,0.00,-0.16,0.00
4307,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.02,-0.04,-0.16,0.00
4320,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.04,-0.02,-0.22,0.00
4333,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.04,-0.03,-0.22,0.00
4348,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.07,0.00,-0.19,0.00
4361,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.04,-0.02,-0.20,0.00
4373,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.08,-0.01,-0.17,0.00
4384,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.06,0.00,-0.23,0.00
4400,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.08,0.00,-0.24,0.00
4413,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.05,-0.01,-0.18,0.00
4424,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.03,-0.01,-0.21,0.00
4440,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.05,0.00,-0.23,0.00
4453,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.05,-0.02,-0.20,0.00
4464,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.06,-0.02,-0.17,0.00
4480,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.04,-0.03,-0.20,0.00
4493,359.62,-6.00,-2.12,-1.02,0.36,9.74,0.05,-0.01,-0.22,0.00
4504,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.04,-0.01,-0.20,0.00
4516,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.04,-0.01,-0.23,0.00
4528,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.04,0.00,-0.19,0.00
4541,359.62,-6.00,-2.12,-1.03,0.36,9.74,0.07,-0.01,-0.20,0.00
4553,359.62,-6.06,-2.12,-1.03,0.36,9.74,0.06,0.00,-0.20,0.00
4566,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.05,0.00,-0.19,0.00
4581,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.05,-0.03,-0.21,0.00
4593,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.06,-0.03,-0.17,0.00
4604,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.03,-0.03,-0.21,0.00
4656,359.62,-6.12,-2.12,-1.05,0.36,9.74,-0.01,-0.01,-0.14,0.00
4671,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.00,-0.03,-0.17,0.00
4684,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.00,-0.03,-0.16,0.00
4695,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.00,-0.05,-0.13,0.00
4708,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.02,-0.03,-0.14,0.00
4721,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.01,-0.07,-0.14,0.00
4734,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.02,-0.02,-0.19,0.00
4745,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.04,0.00,-0.18,0.00
4756,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.03,-0.01,-0.18,0.00
4767,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.05,0.00,-0.19,0.00
4783,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.03,-0.01,-0.19,0.00
4794,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.06,-0.03,-0.20,0.00
4805,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.05,0.00,-0.18,0.00
4816,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.06,-0.01,-0.14,0.00
4827,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.07,-0.02,-0.15,0.00
4838,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.07,-0.02,-0.21,0.00
4852,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.05,0.01,-0.22,0.00
4863,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.04,0.00,-0.20,0.00
4875,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.05,0.00,-0.21,0.00
4891,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.08,-0.02,-0.23,0.00
4902,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.09,-0.02,-0.20,0.00
4913,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.10,-0.01,-0.19,0.00
4925,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.06,-0.01,-0.21,0.00
4941,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.08,-0.03,-0.25,0.00
4952,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.07,-0.01,-0.22,0.00
4964,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.03,0.00,-0.17,0.00
4975,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.06,0.01,-0.21,0.00
4986,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.06,-0.01,-0.21,0.00
5002,359.62,-6.06,-2.12,-1.04,0.36,9.74,0.08,-0.02,-0.18,0.00
5013,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.07,-0.03,-0.32,0.00
5025,359.62,-6.12,-2.12,-1.04,0.36,9.74,0.07,-0.01,-0.29,0.00
5036,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.07,-0.02,-0.30,0.00
5047,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.08,-0.02,-0.24,0.00
5059,359.62,-6.12,-2.12,-1.05,0.36,9.74,0.05,0.00,-0.19,0.00
5072,359.62,-6.19,-2.12,-1.05,0.36,9.74,0.07,-0.03,-0.13,0.00
5084,359.62,-6.19,-2.12,-1.06,0.36,9.74,0.01,-0.01,-0.07,0.00
5096,359.62,-6.25,-2.12,-1.06,0.36,9.74,0.00,-0.03,-0.04,0.00
5109,359.62,-6.25,-2.12,-1.07,0.36,9.74,-0.01,-0.05,-0.10,0.00
5122,359.62,-6.25,-2.12,-1.07,0.36,9.74,-0.04,-0.07,-0.09,0.00
5135,359.62,-6.25,-2.12,-1.07,0.36,9.74,-0.01,-0.04,-0.15,0.00
5146,359.62,-6.25,-2.12,-1.06,0.36,9.74,0.01,-0.05,-0.19,0.00
5157,359.62,-6.25,-2.12,-1.06,0.36,9.74,0.02,-0.06,-0.17,0.00
5173,359.62,-6.19,-2.12,-1.06,0.36,9.74,0.02,-0.03,-0.14,0.00
5185,359.62,-6.19,-2.12,-1.06,0.36,9.74,0.02,-0.03,-0.14,0.00
5196,359.62,-6.19,-2.12,-1.06,0.36,9.74,0.05,-0.03,-0.14,0.00
5207,359.62,-6.19,-2.12,-1.06,0.36,9.74,0.03,-0.05,-0.15,0.00
5223,359.62,-6.19,-2.12,-1.05,0.36,9.74,0.01,-0.04,-0.15,0.00
5235,359.62,-6.12,-2.12,-1.05,0.37,9.74,0.02,-0.02,-0.18,0.00
5246,359.62,-6.12,-2.12,-1.05,0.37,9.74,0.05,-0.06,-0.17,0.00
5257,359.62,-6.12,-2.19,-1.04,0.37,9.74,0.07,-0.04,-0.16,0.00
5270,359.62,-6.06,-2.19,-1.04,0.37,9.74,0.13,-0.05,-0.21,0.00
5282,359.62,-6.06,-2.19,-1.03,0.37,9.74,0.31,-0.12,-0.58,0.00
5293,359.62,-6.00,-2.19,-1.03,0.37,9.74,0.32,-0.12,-0.78,0.00
5305,359.62,-6.00,-2.19,-1.02,0.37,9.74,0.41,-0.10,-0.89,0.00
5318,359.62,-6.00,-2.19,-1.03,0.37,9.74,0.38,0.15,-0.47,0.00
5333,359.62,-6.06,-2.19,-1.04,0.37,9.74,0.08,0.25,0.10,0.00
5346,359.62,-6.25,-2.12,-1.06,0.36,9.74,0.00,0.42,0.26,0.00
5357,359.56,-6.31,-2.12,-1.08,0.36,9.73,-0.21,0.06,0.06,0.00
5370,359.56,-6.38,-2.06,-1.09,0.35,9.73,-0.70,-0.15,0.32,0.00
5383,359.56,-6.50,-2.06,-1.11,0.35,9.73,-0.62,-0.10,0.42,0.00
5395,359.56,-6.56,-2.06,-1.12,0.35,9.73,-0.22,-0.08,0.05,0.00
5407,359.56,-6.56,-2.06,-1.12,0.35,9.73,-0.14,-0.13,-0.02,0.00
5419,359.56,-6.50,-2.06,-1.11,0.35,9.73,-0.06,-0.14,-0.13,0.00
5431,359.56,-6.44,-2.12,-1.10,0.36,9.73,-0.05,-0.10,-0.25,0.00
5444,359.56,-6.44,-2.12,-1.09,0.37,9.73,0.02,-0.02,-0.27,0.00
5455,359.56,-6.38,-2.12,-1.08,0.37,9.73,0.00,-0.06,-0.21,0.00
5467,359.56,-6.31,-2.19,-1.08,0.37,9.73,-0.03,-0.09,-0.09,0.00
5482,359.56,-6.25,-2.19,-1.07,0.37,9.74,-0.04,-0.09,-0.03,0.00
5495,359.56,-6.25,-2.19,-1.06,0.37,9.74,-0.05,-0.02,0.06,0.00
5507,359.56,-6.19,-2.19,-1.06,0.37,9.74,-0.10,-0.03,0.05,0.00
5519,359.56,-6.12,-2.19,-1.05,0.37,9.74,-0.08,0.00,-0.02,0.00
5534,359.56,-6.06,-2.19,-1.04,0.37,9.74,-0.01,-0.05,-0.09,0.00
5546,359.56,-5.94,-2.19,-1.02,0.37,9.74,0.09,-0.04,-0.29,0.00
5558,359.56,-5.88,-2.19,-1.00,0.37,9.74,0.31,-0.02,-0.32,0.00
5571,359.62,-5.81,-2.19,-0.99,0.37,9.74,0.43,0.08,-0.41,0.00
5584,359.62,-5.69,-2.19,-0.98,0.37,9.75,0.60,0.09,-0.54,0.00
5596,359.62,-5.62,-2.19,-0.96,0.37,9.75,0.59,-0.13,-1.27,0.00
5608,359.62,-5.56,-2.19,-0.95,0.37,9.75,0.51,-0.10,-1.40,0.00
5620,359.62,-5.62,-2.19,-0.96,0.37,9.75,0.49,-0.06,-1.25,0.00
5633,359.62,-5.69,-2.19,-0.97,0.37,9.75,0.61,0.21,-0.52,0.00
5646,359.62,-5.94,-2.12,-1.01,0.36,9.74,0.47,0.18,0.00,0.00
5658,359.62,-6.06,-2.06,-1.04,0.35,9.74,0.03,-0.10,0.21,0.00
5671,359.56,-6.25,-2.00,-1.06,0.34,9.74,-0.41,-0.18,0.55,0.00
5683,359.56,-6.38,-2.00,-1.09,0.34,9.73,-0.47,-0.04,0.52,0.00
5694,359.56,-6.50,-2.00,-1.11,0.34,9.73,-0.25,0.08,0.32,0.00
5707,359.56,-6.56,-2.00,-1.12,0.34,9.73,-0.51,-0.10,0.18,0.00
